license,address,name,Localitat,Municipi,Estat,Inici activitat
ETVPL/12731,"Camí SA VINYOLA, SECTOR 3-2 bloc 4 porta 20. 07639 Ràpita (La), CAMPOS, Mallorca",EL PARAISO Nº20,Ràpita (La),CAMPOS,Alta,18/09/2018
ETVPL/12732,"Carrer TEMPLE FIELDING, 4 pis 1 porta E. 07470 Port De Pollença, POLLENÇA, Mallorca",AUBORADA 1E,Port De Pollença,POLLENÇA,Alta,28/09/2018
ETVPL/12733,"TEMPLE FIELDING, 4 pis 1 porta A. -, -",AUBORADA 1A,Port De Pollença,POLLENÇA,Alta,28/09/2018
ETVPL/12734,"Carrer TEMPLE FIELDING, 4 pis 1 porta B. 07470 Port De Pollença, POLLENÇA, Mallorca",AUBORADA 1B,Port De Pollença,POLLENÇA,Alta,28/09/2018
ETVPL/12735,"Carrer TEMPLE FIELDING, 4 pis 2 porta E. 07470 Port De Pollença, POLLENÇA, Mallorca",AUBORADA 2E,Port De Pollença,POLLENÇA,Alta,28/09/2018
ETVPL/12736,"Passeig VORAMAR, 7 pis PB. 07400  ALCÚDIA, Mallorca",SOL I MAR,,ALCÚDIA,Alta,21/09/2018
ETVPL/12737,"Carrer TEMPLE FIELDING, 4 pis 4. 07470 Port De Pollença, POLLENÇA, Mallorca",AUBORADA 4A,Port De Pollença,POLLENÇA,Alta,28/09/2018
ETVPL/12739,"Avinguda PERE MAS I REUS, 29 pis 3 porta 7. 07400 ALCÚDIA, Mallorca",SIESTA 2-307,Port DAlcúdia,ALCÚDIA,Alta,28/09/2018
ETVPL/12740,"Carrer TARONGERS, 2 pis PB porta 7. 07400 ALCÚDIA, Mallorca",TARONGINA,Port DAlcúdia,ALCÚDIA,Alta,25/09/2018
ETVPL/12741,"Passeig SARALEGUI, 46 pis 4. 07470 Port De Pollença, POLLENÇA, Mallorca",FAROLES 4º,Port De Pollença,POLLENÇA,Alta,25/09/2018
ETVPL/12742,"Avinguda NICOLAU RIERA-MARSÀ, 8 pis BJ porta 16. 07400 Port DAlcúdia, ALCÚDIA, Mallorca",LAGO PLAYA,Port DAlcúdia,ALCÚDIA,Alta,25/09/2018
ETVPL/12743,"Avinguda PERE MAS I REUS, 29 pis 5 porta 5. 07400 ALCÚDIA, Mallorca",SIESTA 2-505,Port DAlcúdia,ALCÚDIA,Alta,28/09/2018
ETVPL/12744,"Carrer BUGUEMVÍL·LEA, parcela 235, 16 escala 1 pis PB porta F. 07400 ALCÚDIA, Mallorca",BUGUEMVIL·LIA 10,Port DAlcúdia,ALCÚDIA,Alta,28/09/2018
ETVPL/12745,"Carrer TORRENT DE CAN BOTANA, 2 pis 1 porta Derecha. 07469 Cala Sant Vicenç, POLLENÇA, Mallorca",ALBA MAR GRAN,Cala Sant Vicenç,POLLENÇA,Alta,25/09/2018
ETVPL/12747,"Carrer Belgica, 33 pis 2 porta 10. 07108 SÓLLER, Mallorca",PORTOSOL 10,Sóller,SÓLLER,Alta,28/09/2018
ETVPL/12749,"Carrer COSTA I LLOBERA, 16 pis 2 porta A. 07458 Can Picafort, SANTA MARGALIDA, Mallorca",SPACIUS FRESCH BEACH,Can Picafort,SANTA MARGALIDA,Alta,27/09/2018
ETVPL/12750,"Carrer COSTA I LLOBERA, 16 pis 2 porta B. 07458 Can Picafort, SANTA MARGALIDA, Mallorca",SPACIUS SUNNY BEACH,Can Picafort,SANTA MARGALIDA,Alta,21/09/2018
ETVPL/12751,"Carrer ESTANYS, 9 lletra C. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca",CASA COLONIA C,Colònia De Sant Jordi,SES SALINES,Alta,27/09/2018
ETVPL/12752,"Carretera DARTA, 11 lletra D pis 1 porta A. 07400 ALCÚDIA, Mallorca",EDIFICI SAN PAOLO,Alcúdia,ALCÚDIA,Alta,28/08/2018
ETVPL/12755,"Carrer BELGICA, 82 pis PB porta A7. 07108 Port (El), SÓLLER, Mallorca",CAS PATRÓ,Port (El),SÓLLER,Alta,10/08/2018
ETVPL/12756,"Carrer BELGICA, 76 porta A1. 07108 Port (El), SÓLLER, Mallorca",CA NA FLOR,Port (El),SÓLLER,Alta,10/08/2018
ETVPL/12759,"Carrer NOGUER, 4 bloc 3 porta 9. 07400 ALCÚDIA, Mallorca",GRAN LLAC,Alcúdia,ALCÚDIA,Alta,13/08/2018
ETVPL/12760,"Passeig LA PLAYA, 9 porta IZQ. 07108 Port (El), SÓLLER, Mallorca",CAN JAUME,Port (El),SÓLLER,Alta,20/08/2018
ETVPL/12761,"Passeig LA PLAYA, 9 pis 1 porta IZQ. 07108 Port (El), SÓLLER, Mallorca",CA NA MARTA,Port (El),SÓLLER,Alta,20/08/2018
ETVPL/12762,"Passeig MARÍTIM, 38 pis 2 porta 1. 07560  SON SERVERA, Mallorca",SES ROQUES DE CALA BONA,,SON SERVERA,Alta,23/08/2018
ETVPL/12767,"Carrer TARONGERS, 1-2 bloc 2 pis 1 porta 9. 07400 ALCÚDIA, Mallorca",CHALET TARONGER LAGO ESPERANZA,Port DAlcúdia,ALCÚDIA,Alta,01/10/2018
ETVPL/12768,"Carrer MINERVA, 23 lletra A pis 1. 07400 ALCÚDIA, Mallorca",BEACH APARTMENT MINERVA,Port DAlcúdia,ALCÚDIA,Alta,01/10/2018
ETVPL/12770,"Via ALEMANYA, 16 pis 2 porta B. 07470 POLLENÇA, Mallorca",SEA VIEW LLENAIRE,Port De Pollença,POLLENÇA,Alta,03/10/2018
ETVPL/12771,"Carretera FORMENTOR, 134 pis 1 porta A. 07470 POLLENÇA, Mallorca",TALAIA 1A,Port De Pollença,POLLENÇA,Alta,03/10/2018
ETVPL/12772,"Carretera FORMENTOR, 134 pis BXS. porta A. 07470 POLLENÇA, Mallorca",TALAIA BAIXOS A,Port De Pollença,POLLENÇA,Alta,03/10/2018
ETVPL/12774,"Carrer BUGUEMVÍL·LEA, 15 pis 1 porta C. 07400 ALCÚDIA, Mallorca",BUGUEMVIL-LEA,Port DAlcúdia,ALCÚDIA,Alta,03/10/2018
ETVPL/12775,"Dàlies, 4 pis 1 porta B. -, -",PENTHOUSE TOMIR,Port De Pollença,POLLENÇA,Alta,04/10/2018
ETVPL/12776,"Camí ALCANADA, 74 escala D pis PB porta 2. 07400  ALCÚDIA, Mallorca",VIDA SANA,,ALCÚDIA,Alta,27/08/2018
ETVPL/12777,"Carrer FAR, 1 pis 3 porta ESQ.. 07470 POLLENÇA, Mallorca",TOMAS ATIC B,Port De Pollença,POLLENÇA,Alta,03/10/2018
ETVPL/12779,"Carrer Torre , 6 porta H. 07639 Cala Pi, LLUCMAJOR, Mallorca",TUCAN,Cala Pi,LLUCMAJOR,Alta,01/10/2018
ETVPL/12780,"Carrer DE LATZAVARA, 3 bloc 1 porta 1. 07400 ALCÚDIA, Mallorca",VILLA DEL LAGO 1,Port DAlcúdia,ALCÚDIA,Alta,03/10/2018
ETVPL/12782,"Carrer NEPTÚ, 4 escala 1 pis Baixos porta ESQ.. 07400 Port DAlcúdia, ALCÚDIA, Mallorca",PLAYAMAR,Port DAlcúdia,ALCÚDIA,Alta,28/08/2018
ETVPL/12783,"Lloc FORMENTOR, 28 pis 4 porta Derecha. 07470 Formentor, POLLENÇA, Mallorca",EDIFICIO BRISAS,Formentor,POLLENÇA,Alta,04/10/2018
ETVPL/12784,"Carrer RECTOR JOANILLO , 5 pis 2 porta C. 07159 Sant Elm, ANDRATX, Mallorca",DRAGONERA AND SEA VIEW,Sant Elm,ANDRATX,Alta,01/10/2018
ETVPL/12785,"Avinguda PERE MAS I REUS, 25 escala 1 pis 8 porta 30. 07400 Port DAlcúdia, ALCÚDIA, Mallorca",LA VISTA BONITA,Port DAlcúdia,ALCÚDIA,Alta,01/10/2018
ETVPL/12786,"Carrer GUILLEM SANTANDREU, 12 pis 1. 07360 LLOSETA, Mallorca",CA NANTÒNIA,Lloseta,LLOSETA,Alta,22/08/2018
ETVPL/12787,"Avinguda DE LA MAGNOLIA, 16 bloc C pis 2 porta B. 07559 Cala Bona, SON SERVERA, Mallorca",BLQ.C.2B PARC DE MAR,Cala Bona,SON SERVERA,Alta,04/10/2018
ETVPL/12790,"Carrera ARTA, 11 escala D pis 1 porta C. 07400 Port DAlcúdia, ALCÚDIA, Mallorca",APARTAMENTO XISCA,Port DAlcúdia,ALCÚDIA,Alta,01/10/2018
ETVPL/12792,"Passatge BETLEM, 8-10 porta 16. 07579 Urbanització Betlem, ARTÀ, Mallorca",CAN DON OSO,Urbanització Betlem,ARTÀ,Alta,01/10/2018
ETVPL/12793,"Plaça MIQUEL CAPLLONCH , 6 escala 1 pis 3 porta B. 07470 POLLENÇA, Mallorca",EUROPA 3B,Port De Pollença,POLLENÇA,Alta,01/10/2018
ETVPL/12794,"Passeig DE SA PLATJA, 9 pis 1 porta DR. 07108 Port (El), SÓLLER, Mallorca",CA NA MARGALIDA,Port (El),SÓLLER,Alta,20/08/2018
ETVPL/12796,"Carrer LA ESPERANZA , 9 pis 2 porta E. 07590 Cala Rajada, CAPDEPERA, Mallorca",CASA LAURA,Cala Rajada,CAPDEPERA,Alta,01/10/2018
ETVPL/12797,"Carrer RECTOR TOMÀS SERRA, 22 pis 1. 07420 Pobla (La), SA POBLA, Mallorca",CA SA PADRINA,Pobla (La),SA POBLA,Alta,05/10/2018
ETVPL/12798,"Passeig Colon, 10 pis BJ. 07458 Can Picafort, SANTA MARGALIDA, Mallorca",CASA CATALINA MALLORCA 1,Can Picafort,SANTA MARGALIDA,Alta,24/09/2018
ETVPL/12799,"Passeig MARITIM, 4 escala B pis BJS porta B. 07459 Son Serra De Marina, SANTA MARGALIDA, Mallorca",SOLMARINA SON SERRA,Son Serra De Marina,SANTA MARGALIDA,Alta,01/10/2018
ETVPL/12800,"Carrer FAR, 18 pis 2 porta C. 07460 POLLENÇA, Mallorca",ED. BELLVEURE 2º C,Pollença,POLLENÇA,Alta,01/10/2018
ETVPL/12803,"Carrer FAR , 18 pis 2 porta A. 07460 POLLENÇA, Mallorca",ED. BELLVEURE 2º PLANTA A,Pollença,POLLENÇA,Alta,01/10/2018
ETVPL/12804,"Carrer JUAN LLINAS , 21 escala 1 pis 3 porta Q. 07560 Cala Millor, SON SERVERA, Mallorca",SABINA,Cala Millor,SON SERVERA,Alta,01/10/2018
ETVPL/12807,"Carrer BOT, 2 lletra B. 07470 Port De Pollença, POLLENÇA, Mallorca",ANCORA 2B,Port De Pollença,POLLENÇA,Alta,27/08/2018
ETVPL/12808,"Camí dUllaro, 7 pis 1. 07310 CAMPANET, Mallorca",CAN MARC,Campanet,CAMPANET,Alta,10/10/2018
ETVPL/12809,"Carrer PERE QUART, 1 lletra A pis PB. 07400 ALCÚDIA, Mallorca",XARUS 1,Alcúdia,ALCÚDIA,Alta,04/10/2018
ETVPL/12810,"Carrer PERE QUART, 1 pis 1. 07400 ALCÚDIA, Mallorca",XARUS 2,Alcúdia,ALCÚDIA,Alta,04/10/2018
ETVPL/12811,"Carrer LESPERANÇA, 9 pis 2 porta C. 07590 Cala Rajada, CAPDEPERA, Mallorca",CASA VIVIR LA VIDA,Cala Rajada,CAPDEPERA,Alta,09/10/2018
ETVPL/12812,"Carrer GOLA, 2 pis 2 porta A. 07470 Port De Pollença, POLLENÇA, Mallorca","LA GOLA 2, 2-A",Port De Pollença,POLLENÇA,Alta,09/10/2018
ETVPL/12813,"Carrer VIDALBA, 2 lletra A pis BJS porta B. 07400 Port DAlcúdia, ALCÚDIA, Mallorca",SUN OF THE BAY VIDALBA 2,Port DAlcúdia,ALCÚDIA,Alta,10/10/2018
ETVPL/12815,"Camí des Far, 9 porta 33. 07108 Port (El), SÓLLER, Mallorca",MONTEMAR 33,Port (El),SÓLLER,Alta,24/09/2018
ETVPL/12816,"Carrer Belgica, 21 escala 1 pis 2 porta 9. 07108 Port (El), SÓLLER, Mallorca",CAN GUILLEM,Port (El),SÓLLER,Alta,29/08/2018
ETVPL/12817,"Carrer Bunyola, 2 escala 1 pis 2 porta B. 07108 Port (El), SÓLLER, Mallorca",BELLAVISTA PORT DE SOLLER,Port (El),SÓLLER,Alta,25/09/2018
ETVPL/12818,"Carrer BELGICA, 76 pis A porta 2. 07108 Port (El), SÓLLER, Mallorca",TORRE PICADA,Port (El),SÓLLER,Alta,07/08/2018
ETVPL/12820,"Carretera DARTÀ, 7 escala 9 pis 2 porta 93. 07400  ALCÚDIA, Mallorca",CARABELA APTO 93,,ALCÚDIA,Alta,09/10/2018
ETVPL/12821,"Carretera DARTÀ, 7 escala 9 pis 1 porta 92. 07400 Port DAlcúdia, ALCÚDIA, Mallorca",CARABELA 92,Port DAlcúdia,ALCÚDIA,Alta,09/10/2018
ETVPL/12822,"Carretera DARTÀ, 7 escala 9 pis 2 porta 94. 07400 ALCÚDIA, Mallorca",CARABELA APTO 94,Port DAlcúdia,ALCÚDIA,Alta,09/10/2018
ETVPL/12824,"Carrer ILLETES, 56 pis Àtic. 07181 Cas Català-Illetes, CALVIÀ, Mallorca",ATICO ILLETES 56,Cas Català-Illetes,CALVIÀ,Alta,09/10/2018
ETVPL/12825,"Carrer GOLA, 2 pis 4 porta A. 07470 Port De Pollença, POLLENÇA, Mallorca","LA GOLA 2, 4A",Port De Pollença,POLLENÇA,Alta,09/10/2018
ETVPL/12828,"Carrer ATILI BOVERI, 6 pis 1 porta A. 07470 POLLENÇA, Mallorca",TANGO 1A,Port De Pollença,POLLENÇA,Alta,05/10/2018
ETVPL/12829,"Carrer ATILI BOVERI, 6 pis 2 porta C. 07470 POLLENÇA, Mallorca",TANGO 2C,Port De Pollença,POLLENÇA,Alta,05/10/2018
ETVPL/12830,"Carrer CIRERER, 10 pis 1 porta E. 07470 Port De Pollença, POLLENÇA, Mallorca",EL XIPRER-LLENAIRE,Port De Pollença,POLLENÇA,Alta,05/10/2018
ETVPL/12831,"Carrer GOLA, 2 pis 3 porta A. 07470 Port De Pollença, POLLENÇA, Mallorca","LA GOLA 2, 3-A",Port De Pollença,POLLENÇA,Alta,09/10/2018
ETVPL/12832,"Urbanització DE SA VINYOLA, SECTOR 3-2 bloc 4 porta 23. 07639 Vinyola (La), CAMPOS, Mallorca",EL PARAÍSO Nº23,Vinyola (La),CAMPOS,Alta,05/10/2018
ETVPL/12833,"Carrer CODONYER, 21 pis 1 porta C. 07470 POLLENÇA, Mallorca",LA VELETA,Port De Pollença,POLLENÇA,Alta,02/10/2018
ETVPL/12835,"Carrer DE LASSUMPCIO, 4 escala Izq. pis 5 porta 62. 07670 Portocolom, FELANITX, Mallorca",CAN CAMPOS,Portocolom,FELANITX,Alta,02/10/2018
ETVPL/12837,"Carrer JOAN DE LA COSA, 44 pis 2 porta E. 07470 Port De Pollença, POLLENÇA, Mallorca",VOLTOR 2ºE,Port De Pollença,POLLENÇA,Alta,11/10/2018
ETVPL/12840,"Carrer MARINERS, 18 pis 3. 07400 ALCÚDIA, Mallorca",MARINERS,Port DAlcúdia,ALCÚDIA,Alta,27/08/2018
ETVPL/12841,"Carrer LLUNA, 51 porta Dreta. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca",LLUNA HOME,Colònia De Sant Jordi,SES SALINES,Alta,02/10/2018
ETVPL/12843,"Carrer JUPITER, 4 pis PB porta 1. 07400 ALCÚDIA, Mallorca",CAN TONY,Alcúdia,ALCÚDIA,Alta,03/09/2018
ETVPL/12844,"Carrer DE FORMENTOR, 88 pis 2 porta A. 07470 POLLENÇA, Mallorca",AURORA 2,Port De Pollença,POLLENÇA,Alta,31/08/2018
ETVPL/12846,"Carrer ISABEL GARAU, 54 pis 2 porta E. 07458 Can Picafort, SANTA MARGALIDA, Mallorca",MINIMAL,Can Picafort,SANTA MARGALIDA,Alta,11/10/2018
ETVPL/12847,"Carrer TALAIA, 11 pis PB porta 2. 07470 POLLENÇA, Mallorca","BERGANTÍN, 2",Port De Pollença,POLLENÇA,Alta,11/10/2018
ETVPL/12848,"Carrer RIBERA, 1 pis 2. 07670 Portocolom, FELANITX, Mallorca",LLEVANT,Portocolom,FELANITX,Alta,08/10/2018
ETVPL/12849,"Carrer CODONYER, 21 pis 2 porta C. 07470 POLLENÇA, Mallorca",LA VELETA,Port De Pollença,POLLENÇA,Alta,02/10/2018
ETVPL/12850,"Avinguda PERE MAS I REUS, 29 escala 1 pis 4 porta 9. 07400 Port DAlcúdia, ALCÚDIA, Mallorca",SIESTA II - 409,Port DAlcúdia,ALCÚDIA,Alta,05/10/2018
ETVPL/12851,"Avinguda PERE MAS I REUS, 29 escala 1 pis 4 porta 11. 07400 ALCÚDIA, Mallorca",SIESTA 2 - 411,Port DAlcúdia,ALCÚDIA,Alta,05/10/2018
ETVPL/12852,"Carrer ALBERS, 13 bloc B pis 1 porta E. 07400 Port DAlcúdia, ALCÚDIA, Mallorca",TRES PINS,Port DAlcúdia,ALCÚDIA,Alta,05/10/2018
ETVPL/12853,"Carrer Belgica, 48 pis 2. 07108 Port (El), SÓLLER, Mallorca",SA TORRETA,Port (El),SÓLLER,Alta,02/10/2018
ETVPL/12854,"Carrer NEREIDES, 34 pis 1 porta D. 07590 Cala Rajada, CAPDEPERA, Mallorca",NEO,Cala Rajada,CAPDEPERA,Alta,11/10/2018
ETVPL/12855,"Carrer Belgica, 21 escala 1 pis 1 porta 5. 07108 Port (El), SÓLLER, Mallorca",BE MY GUEST,Port (El),SÓLLER,Alta,02/10/2018
ETVPL/12862,"Carrer ALBERS, 5 pis 1 porta D. 07400 Port DAlcúdia, ALCÚDIA, Mallorca",ALBERS,Port DAlcúdia,ALCÚDIA,Alta,15/10/2018
ETVPL/12863,"Carretera DARTÀ, 7 escala 4 pis 1 porta 51. 07400 ALCÚDIA, Mallorca",CARABELA 51,Alcúdia,ALCÚDIA,Alta,16/10/2018
ETVPL/12864,"Carrer CALA MOLINS, 34 pis 1. 07469 Cala Sant Vicenç, POLLENÇA, Mallorca",CAN MELSION,Cala Sant Vicenç,POLLENÇA,Alta,10/10/2018
ETVPL/12865,"Carrer HOSTALERIA, 13 pis 2 porta B. 07400 ALCÚDIA, Mallorca","LHOSTELERIA, 13",Port DAlcúdia,ALCÚDIA,Alta,15/10/2018
ETVPL/12866,"Carrer RIBERA, 1 pis 1. 07670 Portocolom, FELANITX, Mallorca",PONENT,Portocolom,FELANITX,Alta,08/10/2018
ETVPL/12867,"Avinguda PERE MAS I REUS, 29 pis Apto. porta 703. 07400 ALCÚDIA, Mallorca",SIESTA 2-APTO 703,Port DAlcúdia,ALCÚDIA,Alta,10/10/2018
ETVPL/12868,"Carrer Estany Rodó, 1 escala 1 pis 1º porta 2ª. 07400 Port DAlcúdia, ALCÚDIA, Mallorca",CUÉNTAME,Port DAlcúdia,ALCÚDIA,Alta,16/10/2018
ETVPL/12870,"Avinguda 11 DE MAIG, 4 pis PB porta 4. 07108 Port (El), SÓLLER, Mallorca",BOUGAINVILLEA,Port (El),SÓLLER,Alta,16/10/2018
ETVPL/12871,"Carrer DES LLAUT, 12 bloc L pis PB porta 3ª. 07639 Ràpita (La), CAMPOS, Mallorca",VIVIENDA L-3 BALCON DES TRENC,Ràpita (La),CAMPOS,Alta,16/10/2018
ETVPL/12873,"Carrer DES LLAUT , 18 bloc L pis PB porta 1ª. 07639 Ràpita (La), CAMPOS, Mallorca",VIVIENDA L-1 BALCON DES TRENC,Ràpita (La),CAMPOS,Alta,16/10/2018
ETVPL/12874,"Carretera DARTÀ, 7 escala A bloc CITTADINI pis 2 porta 29. 07400 ALCÚDIA, Mallorca",CARABELA 29,Port DAlcúdia,ALCÚDIA,Alta,17/10/2018
ETVPL/12875,"Carrer SOL, 39 lletra A. 07194 PUIGPUNYENT, Mallorca",CA NAMALIA,Puigpunyent,PUIGPUNYENT,Alta,01/10/2018
ETVPL/12876,"Carrer CODONYER, 10. 07470 Port De Pollença, POLLENÇA, Mallorca",RESIDENCIAL LLENAIRE,Port De Pollença,POLLENÇA,Alta,16/10/2018
ETVPL/12877,"Avinguda PERE MAS I REUS , 25 pis 1 porta 110. 07400 ALCÚDIA, Mallorca",RENTAL HOLIDAYS,Port DAlcúdia,ALCÚDIA,Alta,01/10/2018
ETVPL/12878,"Camí DALCANADA, 27 escala 1 pis PB porta A. 07400 ALCÚDIA, Mallorca",MIRAMAR APARTMENT,Alcúdia,ALCÚDIA,Alta,17/10/2018
ETVPL/12879,"Carrer JOAN DE LA COSA, 44 pis 1 porta A. 07470 Port De Pollença, POLLENÇA, Mallorca",VOLTOR 1ºA,Port De Pollença,POLLENÇA,Alta,11/10/2018
ETVPL/12880,"Carrer CAN PATILLA, 1 escala 1 pis 1 porta 4. 07590 Cala Rajada, CAPDEPERA, Mallorca",DRAC BLANC 1-4,Cala Rajada,CAPDEPERA,Alta,16/10/2018
ETVPL/12881,"Carrer JOAN DE LA COSA, 44 pis 1 porta D. 07470 Port De Pollença, POLLENÇA, Mallorca",VOLTOR 1ºD,Port De Pollença,POLLENÇA,Alta,11/10/2018
ETVPL/12882,"Carrer PESCADOR, 58 pis 2 porta B. 07470 POLLENÇA, Mallorca","VORAMAR 85, 2B",Port De Pollença,POLLENÇA,Alta,16/10/2018
ETVPL/12884,"Carretera DARTÀ, 122 pis 1 porta 10. 07400 ALCÚDIA, Mallorca",MARIA,Port DAlcúdia,ALCÚDIA,Alta,11/10/2018
ETVPL/12885,"Carrer HORTÈNSIES, 3 pis 1 porta B. 07470 Port De Pollença, POLLENÇA, Mallorca",PORTOBELLO,Port De Pollença,POLLENÇA,Alta,17/10/2018
ETVPL/12886,"Carrer PESCADOR , 53 pis 2 porta B. 07470 Port De Pollença, POLLENÇA, Mallorca",APARTAMENTOS PESCADOR 2 B,Port De Pollença,POLLENÇA,Alta,01/10/2018
ETVPL/12887,"Carrer PESCADOR , 53 pis 2 porta A. 07470 Port De Pollença, POLLENÇA, Mallorca",APARTAMENTOS PESCADOR 53 2 A,Port De Pollença,POLLENÇA,Alta,01/10/2018
ETVPL/12888,"Carrer PESCADOR, 53 pis 1 porta B. 07470 Port De Pollença, POLLENÇA, Mallorca",APARTAMENTOS PESCADOR 53 1 B,Port De Pollença,POLLENÇA,Alta,01/10/2018
ETVPL/12889,"Carrer SANTA TERESA DE JESÚS, 41 pis BAIXOS. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca",TOBALU,Colònia De Sant Jordi,SES SALINES,Alta,01/10/2018
ETVPL/12890,"Carrer ALBERS, 9 pis 1 porta A. 07400 ALCÚDIA, Mallorca",CHILLVISTA,Alcúdia,ALCÚDIA,Alta,01/10/2018
ETVPL/12891,"Carrer BELGICA, 79 porta 4. 07108 Port (El), SÓLLER, Mallorca",CASA LOLI,Port (El),SÓLLER,Alta,17/10/2018
ETVPL/12892,"Carrer MOLL, 9 pis BXS. porta 2. 07589 Cala Mesquida, CAPDEPERA, Mallorca",CASA SABRINA,Cala Mesquida,CAPDEPERA,Alta,11/10/2018
ETVPL/12894,"Carrer DES SERRÀ, 24 pis 1 porta 1. 07589 Cala Mesquida, CAPDEPERA, Mallorca",CASA SERRANS,Cala Mesquida,CAPDEPERA,Alta,11/10/2018
ETVPL/12895,"Carrer FOTJA, 2 porta 4. 07400 ALCÚDIA, Mallorca",CASA CATY,Port DAlcúdia,ALCÚDIA,Alta,09/10/2018
ETVPL/12896,"Avinguda des Forti, 64 pis Bj porta Izq.. 07660 Cala DOr, SANTANYÍ, Mallorca",APARTAMENT SCHMIDT 1,Cala DOr,SANTANYÍ,Alta,10/10/2018
ETVPL/12897,"Avinguda PERE MAS I REUS, 25 escala 2 pis 2 porta 19. 07400 Port DAlcúdia, ALCÚDIA, Mallorca",SIESTA II APTO 219,Port DAlcúdia,ALCÚDIA,Alta,09/10/2018
ETVPL/12899,"Carrer SILENCI, 9 pis 1 porta Izq.. 07458 Can Picafort, SANTA MARGALIDA, Mallorca",CAN PICAFORT SEA VIEW FLAT,Can Picafort,SANTA MARGALIDA,Alta,10/10/2018
ETVPL/12901,"Carrer SEXTANT, 8 pis 1 porta D. 07470 Port De Pollença, POLLENÇA, Mallorca",ATICO D LA NAU,Port De Pollença,POLLENÇA,Alta,09/10/2018
ETVPL/12902,"Carrer CODONYER, 13 lletra A pis 1 porta B. 07470 Port De Pollença, POLLENÇA, Mallorca",COSY HOUSE,Port De Pollença,POLLENÇA,Alta,09/10/2018
ETVPL/12903,"Carrer DE LASSUMPCIO, 4 escala A pis 3 porta 23. 07670 Portocolom, FELANITX, Mallorca",CA NA MAURETA,Portocolom,FELANITX,Alta,22/10/2018
ETVPL/12906,"Carrer DE CIUTAT, 32 pis 2 porta B. 07570 ARTÀ, Mallorca",ARTA CENTRAL 1,Artà,ARTÀ,Alta,22/10/2018
ETVPL/12907,"Carrer CLAVELLS, 1 escala 1 pis 2 porta B. 07400 Port DAlcúdia, ALCÚDIA, Mallorca",BON ESTAR,Port DAlcúdia,ALCÚDIA,Alta,10/10/2018
ETVPL/12908,"Passeig VORA MAR, 11 pis PB. 07470 Port De Pollença, POLLENÇA, Mallorca",BEL,Port De Pollença,POLLENÇA,Alta,22/10/2018
ETVPL/12910,"Carrer DE CIUTAT, 32 pis 1 porta B. 07570 ARTÀ, Mallorca",ARTA CENTRAL 2,Artà,ARTÀ,Alta,22/10/2018
ETVPL/12911,"Carrer ACÀCIES, 1 porta 5. 07400 Port DAlcúdia, ALCÚDIA, Mallorca",VILLASPA,Port DAlcúdia,ALCÚDIA,Alta,22/10/2018
ETVPL/12913,"Carrer DE SA PLATJA DEN REPIC, 11 pis 2 porta C. 07108 Port (El), SÓLLER, Mallorca",CANA CAROLINA,Port (El),SÓLLER,Alta,16/10/2018
ETVPL/12914,"Avinguda des Forti, 64 pis 1 porta Izq.. 07660 Cala DOr, SANTANYÍ, Mallorca",VILLA SCHMIDT 2,Cala DOr,SANTANYÍ,Alta,10/10/2018
ETVPL/12915,"Carrer DE LA VAUMERA, 4 lletra D. 07420 Pobla (La), SA POBLA, Mallorca",ES LLIMONER,Pobla (La),SA POBLA,Alta,10/10/2018
ETVPL/12921,"Carrer BUGUEMVÍL·LEA, 16 escala 1 porta E. 07400 Port DAlcúdia, ALCÚDIA, Mallorca",BUGUEMVIL·LIES SEA,Port DAlcúdia,ALCÚDIA,Alta,10/10/2018
ETVPL/12922,"Carrer DE LISBOA, 1 escala 5 pis 0 porta 5 local E-101. 07688 Cala Murada, MANACOR, Mallorca",CASA FORMENTERA,Cala Murada,MANACOR,Alta,23/10/2018
ETVPL/12923,"Carrer ALBERS, 5 pis PB. 07400 Port DAlcúdia, ALCÚDIA, Mallorca",ALBERS SEA,Port DAlcúdia,ALCÚDIA,Alta,10/10/2018
ETVPL/12924,"Carrer CODONYER, 8 escala 1 pis BJ porta C. 07470 Port De Pollença, POLLENÇA, Mallorca",CODONYER-C,Port De Pollença,POLLENÇA,Alta,24/10/2018
ETVPL/12925,"Carrer VIDALBA, 2 lletra A pis 1 porta A. 07400 Port DAlcúdia, ALCÚDIA, Mallorca",SUN OF THE BAY VIDALBA 3,Port DAlcúdia,ALCÚDIA,Alta,10/10/2018
ETVPL/12926,"MAR I ESTANY, 36 escala 1 pis 4 porta 8. -, -",ARCOIRIS,Port DAlcúdia,ALCÚDIA,Alta,23/10/2018
ETVPL/12927,"Carrer JOAN DE LA COSA, 44 pis 2 porta C. 07470 Port De Pollença, POLLENÇA, Mallorca",VOLTOR 2C,Port De Pollença,POLLENÇA,Alta,23/10/2018
ETVPL/12929,"Passeig DES MOLL (CANTONADA MIGJORN, 30), 24 pis 4 porta A. 07559 Cala Bona, SON SERVERA, Mallorca",INVERPONS MIGJORN 30,Cala Bona,SON SERVERA,Alta,22/10/2018
ETVPL/12930,"Carrer NOGUER, 6 lletra B pis BXS.. 07470 Port De Pollença, POLLENÇA, Mallorca",CARLOTTA HOUSE,Port De Pollença,POLLENÇA,Alta,22/10/2018
